date,description,amount,category
2024-10-08,Doctor Visit,383.04,Healthcare
2024-10-09,Pharmacy,180.56,Healthcare
2024-10-09,Safeway,238.28,Groceries
2024-10-10,Local Gym,323.06,Entertainment
2024-10-10,Doctor Visit,436.66,Healthcare
2024-10-11,Disney+ Amazon Prime,474.91,Subscription
2024-10-11,Uber,69.8,Transport
2024-10-11,Suspicious Wire Transfer,5914.81,Shopping
2024-10-12,Apple TV+,130.75,Subscription
2024-10-12,Samsung Online,79.35,Electronics
2024-10-13,Cell Phone Bill,35.67,Utilities
2024-10-13,Sushi Place,80.12,Dining
2024-10-14,Pharmacy,425.97,Healthcare
2024-10-14,Doctor Visit,322.42,Healthcare
2024-10-14,Uber,50.87,Transport
2024-10-15,DoorDash,324.72,Food Delivery
2024-10-16,Lyft,450.47,Transport
2024-10-16,Starbucks,34.42,Dining
2024-10-16,Chipotle,21.78,Dining
2024-10-16,Target,239.33,Shopping
2024-10-16,Internet Subscription,75.72,Utilities
2024-10-17,Suspicious Wire Transfer,9019.9,Shopping
2024-10-17,Cell Phone Bill,50.82,Utilities
2024-10-18,DoorDash,355.4,Food Delivery
2024-10-18,Consulting Invoice,2399.24,Income
2024-10-19,Sushi Place,285.24,Dining
2024-10-19,Safeway,110.12,Groceries
2024-10-19,Netflix Premium Annual Plan,299.99,Subscription
2024-10-19,Bowling Alley,122.87,Entertainment
2024-10-20,Pharmacy,391.58,Healthcare
2024-10-20,DoorDash,312.78,Food Delivery
2024-10-20,GrubHub,61.89,Food Delivery
2024-10-21,Apple Store,45.42,Electronics
2024-10-21,Water Utility,482.93,Utilities
2024-10-21,Sushi Place,293.14,Dining
2024-10-22,Best Buy,471.05,Shopping
2024-10-22,Target,105.74,Shopping
2024-10-22,Bowling Alley,309.51,Entertainment
2024-10-22,Amazon,127.06,Shopping
2024-10-23,UberEats,244.21,Food Delivery
2024-10-23,Starbucks,38.99,Dining
2024-10-23,Disney+ Amazon Prime,233.52,Subscription
2024-10-25,Consulting Invoice,3328.9,Income
2024-10-25,Apple TV+,407.73,Subscription
2024-10-25,Target,22.47,Shopping
2024-10-26,Apartment Lease,1018.33,Rent
2024-10-26,Target,373.41,Shopping
2024-10-26,Internet Subscription,330.14,Utilities
2024-10-26,Olive Garden,252.25,Dining
2024-10-27,Freelance Payment,5910.7,Income
2024-10-27,GrubHub,314.39,Food Delivery
2024-10-27,Studio Rental,2099.09,Rent
2024-10-28,Studio Rental,2171.54,Rent
2024-10-29,Trader Joes,484.37,Groceries
2024-10-29,Pharmacy,180.42,Healthcare
2024-10-29,Best Buy,133.96,Shopping
2024-10-29,Market Basket,52.24,Groceries
2024-10-30,Market Basket,177.81,Groceries
2024-10-31,Local Bistro,56.73,Dining
2024-10-31,Stock Dividend,2148.18,Income
2024-11-02,Suspicious Wire Transfer,12493.03,Shopping
2024-11-02,Electric Bill,78.24,Utilities
2024-11-02,Samsung Online,464.18,Electronics
2024-11-03,Chipotle,192.1,Dining
2024-11-03,UberEats,94.03,Food Delivery
2024-11-03,Starbucks,186.97,Dining
2024-11-04,Trader Joes,473.6,Groceries
2024-11-04,Shell Gas Station,169.36,Transport
2024-11-04,Trader Joes,429.97,Groceries
2024-11-04,Studio Rental,2357.42,Rent
2024-11-04,Local Gym,332.75,Entertainment
2024-11-04,Micro Center,140.91,Electronics
2024-11-04,Doctor Visit,229.33,Healthcare
2024-11-04,Safeway,393.86,Groceries
2024-11-04,Samsung Online,375.65,Electronics
2024-11-04,Shell Gas Station,478.59,Transport
2024-11-05,Studio Rental,2429.81,Rent
2024-11-05,Target,498.95,Shopping
2024-11-05,Bowling Alley,395.27,Entertainment
2024-11-06,Studio Rental,1370.53,Rent
2024-11-06,Freelance Payment,6223.44,Income
2024-11-06,Stock Dividend,3565.1,Income
2024-11-06,Bowling Alley,54.68,Entertainment
2024-11-07,Sushi Place,247.42,Dining
2024-11-08,Amazon,490.26,Shopping
2024-11-08,Netflix,5.66,Subscription
2024-11-08,Postmates,281.89,Food Delivery
2024-11-08,Cell Phone Bill,318.61,Utilities
2024-11-09,Dell Store,338.45,Electronics
2024-11-09,Walmart,199.31,Shopping
2024-11-09,Consulting Invoice,6525.26,Income
2024-11-09,Walmart,69.63,Shopping
2024-11-10,Doctor Visit,241.35,Healthcare
2024-11-11,Doctor Visit,358.12,Healthcare
2024-11-11,Whole Foods,477.14,Groceries
2024-11-11,Postmates,323.49,Food Delivery
2024-11-11,Apartment Lease,1444.03,Rent
2024-11-12,Freelance Payment,7161.03,Income
2024-11-13,Movie Theater,170.98,Entertainment
2024-11-13,Freelance Payment,2847.4,Income
2024-11-13,Bowling Alley,57.55,Entertainment
2024-11-14,Apartment Lease,1933.05,Rent
2024-11-15,Best Buy,371.05,Shopping
2024-11-15,Shell Gas Station,108.42,Transport
2024-11-15,Micro Center,467.08,Electronics
2024-11-17,Studio Rental,2271.13,Rent
2024-11-17,Bowling Alley,198.14,Entertainment
2024-11-18,Netflix,336.77,Subscription
2024-11-18,Disney+ Amazon Prime,334.62,Subscription
2024-11-18,Monthly Rent Payment,1045.83,Rent
2024-11-19,GrubHub,157.84,Food Delivery
2024-11-19,Doctor Visit,58.4,Healthcare
2024-11-19,Freelance Payment,7651.04,Income
2024-11-19,Pharmacy,460.49,Healthcare
2024-11-20,Dental Care,293.08,Healthcare
2024-11-20,UberEats,219.31,Food Delivery
2024-11-20,Micro Center,419.24,Electronics
2024-11-20,City Parking,467.68,Transport
2024-11-21,Apple Store,65.61,Electronics
2024-11-21,Apartment Lease,2118.13,Rent
2024-11-21,Doctor Visit,31.75,Healthcare
2024-11-23,Stater Bros,498.95,Groceries
2024-11-24,DoorDash,220.7,Food Delivery
2024-11-24,Movie Theater,219.61,Entertainment
2024-11-24,Sushi Place,389.72,Dining
2024-11-25,Local Bistro,120.95,Dining
2024-11-25,Train Ticket,217.38,Transport
2024-11-25,Micro Center,194.93,Electronics
2024-11-26,Apple TV+,164.71,Subscription
2024-11-26,Dental Care,307.48,Healthcare
2024-11-26,Dental Care,50.78,Healthcare
2024-11-26,Chipotle,383.11,Dining
2024-11-27,Whole Foods,364.91,Groceries
2024-11-27,Trader Joes,165.86,Groceries
2024-11-27,Local Bistro,88.74,Dining
2024-11-27,Shell Gas Station,123.62,Transport
2024-11-27,Sushi Place,346.9,Dining
2024-11-28,Best Buy,53.36,Shopping
2024-11-28,Apartment Lease,2022.71,Rent
2024-11-29,Studio Rental,1248.03,Rent
2024-11-29,Dell Store,272.02,Electronics
2024-11-29,Apple Store,377.5,Electronics
2024-11-30,DoorDash,156.5,Food Delivery
2024-12-02,Apartment Lease,2072.81,Rent
2024-12-02,Walmart,54.93,Shopping
2024-12-04,Netflix,457.89,Subscription
2024-12-04,Lyft,80.73,Transport
2024-12-04,Concert Venue,319.05,Entertainment
2024-12-04,Target,106.32,Shopping
2024-12-04,Concert Venue,358.27,Entertainment
2024-12-05,Target,56.78,Shopping
2024-12-05,Walmart,272.3,Shopping
2024-12-05,Macy's,56.06,Shopping
2024-12-06,Spotify,376.43,Subscription
2024-12-06,Trader Joes,499.04,Groceries
2024-12-06,Amazon,127.61,Shopping
2024-12-06,Doctor Visit,142.68,Healthcare
2024-12-07,Movie Theater,210.2,Entertainment
2024-12-07,Trader Joes,199.75,Groceries
2024-12-07,City Parking,225.56,Transport
2024-12-08,Shell Gas Station,229.81,Transport
2024-12-09,Train Ticket,122.93,Transport
2024-12-09,Shell Gas Station,452.25,Transport
2024-12-09,Consulting Invoice,7496.44,Income
2024-12-10,Concert Venue,82.68,Entertainment
2024-12-11,Studio Rental,2291.5,Rent
2024-12-11,Sushi Place,164.95,Dining
2024-12-12,Doctor Visit,346.14,Healthcare
2024-12-12,Chipotle,356.04,Dining
2024-12-13,Electric Bill,80.93,Utilities
2024-12-13,Target,9.46,Shopping
2024-12-13,Stock Dividend,3770.14,Income
2024-12-13,Apple TV+,65.58,Subscription
2024-12-13,Postmates,201.62,Food Delivery
2024-12-14,Cell Phone Bill,152.1,Utilities
2024-12-14,Samsung Online,379.76,Electronics
2024-12-14,Stater Bros,79.94,Groceries
2024-12-17,Local Bistro,284.43,Dining
2024-12-17,Amazon,333.31,Shopping
2024-12-17,GrubHub,449.01,Food Delivery
2024-12-17,Internet Subscription,241.64,Utilities
2024-12-18,Apartment Lease,2184.56,Rent
2024-12-18,Stock Dividend,2402.85,Income
2024-12-18,Local Gym,470.65,Entertainment
2024-12-19,Spotify,311.09,Subscription
2024-12-19,DoorDash,144.33,Food Delivery
2024-12-19,Pharmacy,300.35,Healthcare
2024-12-20,Best Buy,135.55,Shopping
2024-12-20,Insurance Premium,416.67,Healthcare
2024-12-21,Uber,291.57,Transport
2024-12-21,Disney+ Amazon Prime,239.32,Subscription
2024-12-22,Netflix,15.08,Subscription
2024-12-22,Consulting Invoice,3139.6,Income
2024-12-22,Dell Store,193.4,Electronics
2024-12-22,Electric Bill,16.52,Utilities
2024-12-22,Lyft,228.98,Transport
2024-12-22,TechCorp Salary,7027.59,Income
2024-12-22,Lyft,339.61,Transport
2024-12-23,Local Bistro,83.9,Dining
2024-12-23,Stater Bros,306.62,Groceries
2024-12-23,Apple Store,216.19,Electronics
2024-12-23,Local Bistro,235.55,Dining
2024-12-23,Disney+ Amazon Prime,434.57,Subscription
2024-12-23,Train Ticket,411.05,Transport
2024-12-23,Whole Foods,216.54,Groceries
2024-12-23,Stater Bros,230.15,Groceries
2024-12-24,Studio Rental,2440.46,Rent
2024-12-24,City Parking,420.56,Transport
2024-12-24,Local Gym,216.39,Entertainment
2024-12-25,Spotify,399.97,Subscription
2024-12-25,Freelance Payment,6893.03,Income
2024-12-25,Freelance Payment,6173.87,Income
2024-12-25,Local Gym,292.55,Entertainment
2024-12-26,Apple Store,338.22,Electronics
2024-12-26,GrubHub,495.43,Food Delivery
2024-12-26,Best Buy,412.13,Shopping
2024-12-26,Consulting Invoice,3352.55,Income
2024-12-27,Walmart,33.05,Shopping
2024-12-27,Spotify,185.38,Subscription
2024-12-28,Movie Theater,80.77,Entertainment
2024-12-29,Train Ticket,161.84,Transport
2024-12-29,DoorDash,443.9,Food Delivery
2024-12-30,Chipotle,299.94,Dining
2024-12-30,Micro Center,112.61,Electronics
2024-12-31,Samsung Online,74.53,Electronics
2024-12-31,Walmart,252.48,Shopping
2024-12-31,Pharmacy,142.89,Healthcare
2024-12-31,Dell Store,173.25,Electronics
